# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
SPNS3             17    4337219    4391499     71      17  215363      -1.3388   -5.3413e-05      -1.3387
SPNS2             17    4402129    4443228     42      10  211912      -1.5986   -5.3413e-05      -1.5985
MYBBP1A           17    4442191    4458921      7       3  217183      -2.9884   -5.3413e-05      -2.9883
GGT6              17    4460222    4463876      4       1  247337      -1.6855   -5.3413e-05      -1.6854
SMTNL2            17    4487276    4511614     25       8  217600     -0.99553   -5.3413e-05     -0.99548
ALOX15            17    4534214    4545583      9       3  195198     -0.71261   -5.3413e-05     -0.71256
PELP1             17    4574679    4607712     17       4  171401      0.51051   -5.3413e-05      0.51056
ARRB2             17    4613789    4624795      6       2  181220      0.41871   -5.3413e-05      0.41876
MED11             17    4634723    4636902      2       1  199146     0.016977   -5.3413e-05      0.01703
CXCL16            17    4636828    4643223     10       3  220617      0.28422   -5.3413e-05      0.28427
ZMYND15           17    4643059    4649414      5       2  231354      0.25265   -5.3413e-05       0.2527
TM4SF5            17    4675187    4686506      5       3  178034    -0.032446   -5.3413e-05    -0.032393
VMO1              17    4688580    4689729      3       1  219940       2.0308   -5.3413e-05       2.0308
PSMB6             17    4699439    4701798      2       1  187364       1.8231   -5.3413e-05       1.8232
PLD2              17    4710396    4726727     16       5  208602       1.6551   -5.3413e-05       1.6552
MINK1             17    4736635    4801356     35       7  236642       0.2352   -5.3413e-05      0.23526
CHRNE             17    4801064    4806369      3       1  190539       1.3753   -5.3413e-05       1.3754
C17orf107         17    4802948    4806227      1       1  192571      0.42984   -5.3413e-05      0.42989
GP1BA             17    4835312    4838325      3       2  222575       1.0551   -5.3413e-05       1.0552
RNF167            17    4843328    4848517      4       2  236119       1.0771   -5.3413e-05       1.0771
PFN1              17    4848945    4852381      2       1  246783       1.2505   -5.3413e-05       1.2506
ENO3              17    4853404    4860426      4       2  235049      0.94212   -5.3413e-05      0.94217
SPAG7             17    4862521    4871132      4       2  242000      0.32185   -5.3413e-05       0.3219
CAMTA2            17    4871287    4890960     21       4  244811       1.0883   -5.3413e-05       1.0883
INCA1             17    4891425    4901214      3       1  250257      0.77405   -5.3413e-05       0.7741
KIF1C             17    4901243    4931694     19       7  238950      0.73107   -5.3413e-05      0.73112
SLC52A1           17    4935711    4955304     11       4  238840      0.90753   -5.3413e-05      0.90759
ZFP3              17    4981754    4999669     18       5  240288     -0.82987   -5.3413e-05     -0.82981
ZNF232            17    5009029    5026411      6       3  246823      -0.3356   -5.3413e-05     -0.33555
USP6              17    5031687    5078327     16       3  245446     -0.98763   -5.3413e-05     -0.98757
ZNF594            17    5082830    5095178      8       3  252803     -0.57118   -5.3413e-05     -0.57112
SCIMP             17    5112215    5138997     19       4  240764      -1.5629   -5.3413e-05      -1.5629
RABEP1            17    5185558    5289132     68       9  247340      -0.7406   -5.3413e-05     -0.74055
NUP88             17    5289346    5323400     46       4  231511      -1.6128   -5.3413e-05      -1.6128
RPAIN             17    5322961    5336340     20       2  248939      -1.6099   -5.3413e-05      -1.6098
C1QBP             17    5336099    5342471      5       2  237671      -2.2956   -5.3413e-05      -2.2955
DHX33             17    5344232    5372380     22       6  242983      -3.1631   -5.3413e-05      -3.1631
DERL2             17    5377582    5389520     15       5  244725      -1.6529   -5.3413e-05      -1.6528
MIS12             17    5389694    5394134     12       3  244675      -2.0921   -5.3413e-05      -2.0921
LOC728392         17    5402747    5405042      1       1  251378      -1.4953   -5.3413e-05      -1.4952
NLRP1             17    5404719    5487832    105       7  242007      -1.7057   -5.3413e-05      -1.7057
WSCD1             17    5972426    6027747     49      19  193505      -2.5091   -5.3413e-05      -2.5091
AIPL1             17    6327057    6338576     18       6  226776     -0.15034   -5.3413e-05     -0.15028
FAM64A            17    6347735    6354385      6       3  198960     -0.50998   -5.3413e-05     -0.50993
PITPNM3           17    6354583    6459877    107      17  236559       2.4948   -5.3413e-05       2.4948
KIAA0753          17    6481645    6545066     76       8  242849       1.0438   -5.3413e-05       1.0438
TXNDC17           17    6544222    6547861      4       1  249115       1.5692   -5.3413e-05       1.5693
MED31             17    6546633    6555191     12       2  248192       1.0838   -5.3413e-05       1.0838
C17orf100         17    6555059    6556617      1       1  251186     -0.49659   -5.3413e-05     -0.49653
SLC13A5           17    6588038    6616886     39      11  214975      -1.7826   -5.3413e-05      -1.7826
XAF1              17    6658716    6678966     18       5  241761      -1.6143   -5.3413e-05      -1.6142
FBXO39            17    6679523    6700420     38      10  234649     -0.51755   -5.3413e-05     -0.51749
TEKT1             17    6703300    6735077     18       5  243377      -0.4426   -5.3413e-05     -0.44254
ALOX12            17    6899384    6914055     12       3  237150      -2.5723   -5.3413e-05      -2.5723
RNASEK            17    6915736    6917852      1       1  198526      -2.1141   -5.3413e-05      -2.1141
C17orf49          17    6918056    6920843      2       1  248196     -0.90335   -5.3413e-05      -0.9033
BCL6B             17    6926368    6933609      9       4  176660     -0.47747   -5.3413e-05     -0.47742
SLC16A13          17    6939394    6943440      3       1  231877       1.3107   -5.3413e-05       1.3108
SLC16A11          17    6944949    6947242      2       1  100785       1.0214   -5.3413e-05       1.0214
CLEC10A           17    6977856    6983626      9       3  208831      0.54241   -5.3413e-05      0.54246
ASGR2             17    7004641    7018292     10       4  218599      0.34472   -5.3413e-05      0.34477
DLG4              17    7093209    7123369     12       3  208912     -0.99443   -5.3413e-05     -0.99438
ACADVL            17    7120444    7128586      3       1  213625      -1.7232   -5.3413e-05      -1.7231
DVL2              17    7128661    7137867      5       2  233608     -0.76318   -5.3413e-05     -0.76313
PHF23             17    7138347    7142825      2       1  251461      -1.5708   -5.3413e-05      -1.5708
GABARAP           17    7143738    7145753      1       1  196289      -1.6626   -5.3413e-05      -1.6625
CTDNEP1           17    7146906    7155259      1       1  197193      -1.0206   -5.3413e-05      -1.0206
ELP5              17    7155372    7163259      4       1  224628      -1.4257   -5.3413e-05      -1.4256
CLDN7             17    7163222    7166863      3       1  224149      0.35986   -5.3413e-05      0.35991
SLC2A4            17    7184986    7191367      5       2  237484      -1.6495   -5.3413e-05      -1.6495
YBX2              17    7191571    7197876      4       2  199322      -1.5075   -5.3413e-05      -1.5074
EIF5A             17    7210318    7215782      3       2  191825    -0.018505   -5.3413e-05    -0.018451
GPS2              17    7215978    7218658      2       1  192925      0.29884   -5.3413e-05      0.29889
NEURL4            17    7218947    7232644      5       2  197627    0.0068118   -5.3413e-05    0.0068652
ACAP1             17    7239848    7254797      7       3  202522     -0.40763   -5.3413e-05     -0.40758
KCTD11            17    7255208    7258263      3       2  202951     -0.38056   -5.3413e-05     -0.38051
TMEM95            17    7258497    7260538      1       1  193999      0.10245   -5.3413e-05       0.1025
TNK1              17    7284293    7293093      8       3  243320     -0.51985   -5.3413e-05      -0.5198
PLSCR3            17    7293046    7298162      3       1  248662        1.591   -5.3413e-05        1.591
TMEM256           17    7306293    7307450      1       1  236573       1.5088   -5.3413e-05       1.5089
NLGN2             17    7311502    7323183      5       2  200073        2.495   -5.3413e-05       2.4951
FGF11             17    7341784    7348256      5       2  219404       3.0875   -5.3413e-05       3.0876
CHRNB1            17    7348406    7360932     14       4  246317       5.6369   -5.3413e-05       5.6369
ZBTB4             17    7362685    7387568      9       3  242738       5.6251   -5.3413e-05       5.6251
SLC35G6           17    7370504    7386383      7       2  239831       5.4045   -5.3413e-05       5.4046
POLR2A            17    7387698    7417935     38       5  243128       5.6504   -5.3413e-05       5.6505
TNFSF12           17    7452375    7461207      7       3  249113       2.3484   -5.3413e-05       2.3485
TNFSF12-TNFSF13   17    7452375    7464925     10       4  238582       3.7276   -5.3413e-05       3.7277
TNFSF13           17    7461609    7464925      3       2  214010       4.2045   -5.3413e-05       4.2046
SENP3             17    7465309    7475287      6       3  243850     -0.73686   -5.3413e-05      -0.7368
EIF4A1            17    7476024    7482324      2       1  251923      -1.0616   -5.3413e-05      -1.0616
CD68              17    7482805    7485429      4       2  229455       3.0741   -5.3413e-05       3.0742
MPDU1             17    7486965    7491530      2       1  252603         2.35   -5.3413e-05       2.3501
SOX15             17    7491496    7494037      1       1  252908     -0.67811   -5.3413e-05     -0.67806
FXR2              17    7494548    7518215      9       3  243452      0.66392   -5.3413e-05      0.66398
SHBG              17    7517382    7536700      7       3  248761       3.5801   -5.3413e-05       3.5802
SAT2              17    7529552    7531194      2       1  251466       1.3906   -5.3413e-05       1.3907
ATP1B2            17    7554254    7561089      6       3  216103       2.6573   -5.3413e-05       2.6574
TP53              17    7571720    7590868      9       3  240739       3.9997   -5.3413e-05       3.9997
